No,reviewers_name,reviews_rating,reviews_title,reviews_text
175,cricketbat,9,A well-made and well-deserved victory lap for the MCU,"Avengers: Endgame is a well-made and well-deserved victory lap for the Marvel Cinematic Universe. It ties in many different storylines from previous films and allows you to reminisce while also saying goodbye to characters you've known and loved. This film has some flaws, of course, but it also made some bold choices and surprised me a number of times. I laughed. I cried. I loved this finale to the Infinity Saga."
176,Top_Dawg_Critic,9,Excellent sequel!,"The almost 3 hours flew by with great writing and effects, and the change of the characters lives made it that much more entertaining - especially Thor! Better than I expected, and a wee bit better than the last film imo. 9/10"
177,southdavid,9,"""I like this one""","I couldn't have hoped for it to be as satisfying as it is. After 11 years, the Infinity Saga closes with the ultimate showdown that the MCU could have provided. I'm honestly not sure how they can top it.

Following the snap that concludes ""Infinity War"" with 50% of all living life in the universe extinguished, the remaining Avengers struggle to cope with their collective loss. Reunited with a couple of missing friends, the heroes come up with a daring plan, to collect the Infinity Stones before Thanos and return to their time, undoing the snap with one of their own and returning those lost.

""Endgame"" is perhaps, the ultimate fan servicing sequel of all time. Shorn back to (almost) only the original Avengers, the film is then like a greatest hits tour, as the time travel element allows the characters to revisit past MCU highspots from another angle. The film also includes dozens of lines of dialogue from previous films, and dozens of visual or emotional call backs and pay offs. The amount of characters it services is masterful, with each getting at least one or two strong character and action moments over the run time. (Whilst I'm on the runtime, any concerns that three hours would be a problem are forgotten as the film flies by)

It's not totally without flaws. It's a little laggy in its opening sections, and I'm not sure that the world following the initial time jump in entirely believable, but these are minor criticisms against a film that, with 11 years build up and 22 films back story, is more complete and rewarding than you could possibly have hoped it would be."
178,marmar-69780,9,avengers endgame,"Even if i really loved infinity war and i consider it to be one of best comic book films ever made in scale and heart,but i must say that i loved endgame even more since it doubled all that things and made them even better,and it give us great conclusion to the era of mcu since 2008,endgame had brilliant actors that did a marvelous job and i think that werent any weak link,thanos maybe less focused then in infinity war but still he was able to bring staff that we love about him,this film also has some very sad moments with emotional punch but i think that they did a great job in closing characters arcs and stories,sure there is some staff about time traveling that is messy but in this kind of film i simply dont care"
179,Vartiainen,9,Movie unlike any other,"So, an era has ended. It began with Iron Man in 2008 and now the story of the Avengers has come to an end. There will be Marvel movies after this one. Spider-Man: Far from Home is coming out this very summer. But in a very real sense this is an end to that initial line-up. I even wonder if we're going to have Avengers 5.

The story picks up a few weeks after The Snap. Thanos has won and half of all living creatures in the universe have been dusted. Bleak times for everybody. But, after some hard times and setbacks, a new plan emerges. A bold plan. A crazy plan. A plan unlike any other.

The film works. It pays homage to the previous 21 films and the whole Marvel Cinematic Universe. It finds a way to give respect to all the great things that have led us to this point, while still working as a standalone film. Not that you should see this film on its own. This is very much the culmination of a saga. It's not required to have seen all of MCU before seeing this one, but it sure does help. A lot.

Furthermore, it's much more fulfilling to watch this movie as a diehard Marvel fan. It's a very fanservicy film, full of reverences, callbacks and little cameos. It is an amazing film even without them, full of amazing action scenes, great character moments and mind-blowing special effects. But it truly shines as an ending. If you've seen all the previous films. If you've grown to love these characters. If you've invested yourself in this universe. Then it becomes something life-defining. It becomes a cornerstone. A feature of culture. Something that will be talked about for generations.

A very good film on its own. A great movie. But when you take into account the enormity of the MCU, it becomes something unlike anything else. I wonder if I will ever see a movie like this one in my lifetime. I hope so, but it is not a given. And that fact alone, that uniqueness, that scope, pays for all the praise imaginable.

Thank you, Marvel. Here's to another decade of adventure."
180,JoBloTheMovieCritic,9,Avengers: Endgame,"9/10 - an impressive cast list, an enthralling storyline, and an epic end to an era enables this superhero flick to stand out among the increasing monotony of the genre"
181,dfranzen70,9,Mind blowing,"It seems like there's always a big Movie Event nowadays, like the last Lord of the Rings movie, the last Harry Potter, or the first Stars Wars movie in forever. Each of these movies packs a huge emotional wallop as we see the culmination of story arcs we've been following for several years. With the Avengers, we've been following these arcs for ten years (and now 22 films), and Endgame had the unenviable task of following the cliffhanger of its immediate predecessor. How will the Avengers reverse the Decimation? Well, for starters they'll do so in a three-hour-plus movie - and they'll need every minute, too. But the road to redemption is not a straight one at all, and if you thought that the final scenes in other franchises were powerful...well, in Endgame they happen very frequently. How emotional is this movie? Bearing in mind that it's a comic book movie, not a Hallmark movie, one wouldn't expect only the broadest of 'heavy' scenes, and yet in Endgame these scenes seem to occur every few minutes. How emotional? It used to be that people would rate melodramas based on the number of handkerchiefs they needed to wipe their tears or blow their noses. For Endgame, I'd say it's a five hankie movie, but only if one reuses one's hankie a lot. I counted twelve tear-inducing scenes. 12! But the franchise has always depended, to some degree, on surprises, and luckily for me nothing was spoiled beforehand. In Endgame, we see many, many character arcs completed one way or another. The movie is exceedingly satisfying and emotional draining. It is far and away the finest comic book movie I've ever seen, and I hope it joins Black Panther in garnering itself an Oscar nomination or two next year. There isn't a single moment in this movie that misses a step, no single overwrought or drawn-out scene. There is just moment after moment of awesomeness. Even if you have just a vague idea of what the plot is or who the Avengers are, you probably won't watch this movie without feeling something magical. The characters are well written and exceptionally well played. The action is exhilarating. The ending is cathartic. It's very worthwhile to see this in a theater, too."
182,henry8-3,9,Avenger Still: Endgame,"Picks up 22 days after the climax of Infinity War with Iron Man and Nebula stranded in space and the others baffled as to what to do next. Antman re-emerges and they consider a new possible way forward.

Fabulous conclusion, full of wit, sadness and wonder. Everyone is great, the effects are to die for and a very well produced line is drawn under phase 3 - let's hope phase 4 is half as good."
183,snoozejonc,9,Is that everyone?,"After the events of Avengers: Infinity War, Ant-Man contacts the Avengers with an idea.

This is a highly enjoyable crowd-pleaser from the Marvel Cinematic Universe.

In three hours of running time it covers all the ground required for a worthy end to the infinity stones era.

The story dedicates a lot of quality time to character arcs, whilst also delivering a mcguffin driven sci-fi adventure and an epic final confrontation.

For me the best aspects of the movie are the character moments. In the first hour, by MCU standards, there is a small amount of visual spectacle in favour of focus on individuals and setting up what is to come. This cleverly introduces the stakes and compels the audience to invest in the outcome. It also provides plenty of humorous banter and self-referential comedy. A movie with dialogue that makes fun of its own sci-fi concept and genre categorisation has to be appreciated.

The sci-fi adventure dominates the middle section of the movie as it becomes more plot driven and the action spectacle starts to increase. Whilst it is a lot of fun, I didn't find it as gripping as what came before. There are quite distinct shifts in tone as it cuts from one group of characters to the next, with some scenes feeling ominous, others quite heartfelt and a few played entirely for laughs. I don't think it's badly done, it's just a bit uneven as a result of sending the characters on several different missions and the persistence of using Thor for comic value. If it was taken too seriously and made more elaborate, it could have dragged on for too long or ended up a confusing mess, particularly for viewers who either haven't seen certain other MCU movies or cannot remember their plot details. I think the writers took the right option by keeping it as simple as possible.

It's in the final third of the movie when most of the major spectacle occurs. There is little details I can mention without spoiling, but it is safe to say it's big, heroic, loud, violent, colourful, rousing, and satisfying on an epic scale. Importantly the characters do not get lost amongst the visual effects and there are some wonderfully emotional moments thrown in for good measure.

If you look hard enough there are plot holes and you could question some of the sci-fi, but to take it that seriously and complain about such details would be rather sad. It is three hours of very strong escapism and if you go with the flow you should enjoy.

As usual with Marvel the impressiveness of the production values is off the charts, with a ridiculous amount of superpowers and large scale conflict on display that all look quite real.

All actors produce great performances, particularly Robert Downey Jr, Chris Evans, Chris Hemsworth, Jeremy Renner, Scarlet Johansson, Karen Gillan and Paul Rudd.

For me it's an 8.5/10 but I round upwards."
184,AudioFileZ,9,Brings It Home Knocking It Out of the Park,"All I can say is that I've never been into the comics but this sets such a high bar maybe I missed out? I'm one who would rather watch the movie it's safe to say. Seriously this is the ultimate escapist celluloid brilliance I've witnessed in over 50-years of movies. This film is the masterpiece of the genre. What a cast too. I think after some settling I will actually feel inspired to go through the entire franchise again knowing this carrot is at the end. No criticism of any kind can I think of. Truly excellent to the point even if you're never seen anything Marvel you should step up and see Avenger's"" Endgame."
185,Amyth47,9,AVENGERS' FANS ASSEMBLE! - Isn't this why we go to the movies for?!,"My Rating : 9/10

This is exactly why people go to sit in a dark room with bright lights bouncing back into their retinas for pleasure!

Now on to the movie - 'Avengers : Endgame' is a finale of sorts of the Marvel Avengers Franchise which started back in 2008 with Jon Favreau's brilliant 'Iron Man' and we are already 21 movies in after 11 glorious action-packed years!

'Avengers : Endgame' is emotional, super funny and lots of little throwbacks to the previous movies for nostalgia value will make this the most talked-about and entertaining movie of the year - There's no place for critics here, it's about the fans' love for the series given justice. If you go looking for plotholes or keep thinking 'well this doesn't make any sense' or 'wow that's dumb' - this isn't for you! All of the MCU movies are romanticist in nature and they are for all ages to enjoy so they can't exactly become too dark or complicated for that matter.

Thumbs Up to the Avengers for making it a happy fan experience (and a bit teary-eyed one)!"
186,rivertam26,9,Satisfying,"This is where everything we've watched comes together and it is a thrilling movie experience. Although still not as good as the original avengers film. It is truly impressive how everything is blended beautifully with a mind flowing finale. Sure the time traveling stuff feels a little unnecessary but it works for the overall story. Its complexity gives all the performers here some inspired moments. I mean it was one hell of an experience being in the theater opening night and watching the audience go insane. This too me feels like the end of these films and although it goes on just a bit too long it ties everything up nicely.

Budget: $356m Box Office: $2.797B

9/10"
187,one9eighty,9,"The end of great chapter- bravo, I love it 3000","Wow! Concluding an 11 year phase, which has had some 20+ films, ""Avengers: End Game"" is an epic wrap up of various Marvel Universe films and, in particularly, it closes the book from ""Avengers: Infinity War"" which left a lot of cliffhangers.

This film is a roller-coaster of emotions from start to finish, with a massive runtime of at least 3 hours, which is an awful lot. Personally I did not move from my seat for the duration of the film.

All your favorite Marvel characters are present in some way or another. The film is presented in a typical comic book style; lots of the action which is extremely over the top and big, with moments of emotion that have the ability to bring tears to the eyes of even the most hardcore comic book fans. There are plenty of characters, most of which are allowed to have the development time that ""Infinity War"" just couldn't allow for. Sure it doesn't follow the true path laid out in the comics, but then it couldn't - the comic book universe and film universe are two different paths. The film represented itself absolutely brilliantly and gives cinema an epic masterpiece, the likes of which has been lacking for sometime - think ""Ben Hur"", ""Spartacus"", ""Lord of the Rings"" - this is easily along those scales as a generation defining moment. It's a vivid and stylish film with plenty of bang for your buck. I can not rate this lower than a 9/10."
188,fernandoschiavi,9,"""Endgame"" not only delivers a cathartic experience greater than Infinite Warfare, but it also establishes definitive positions regarding the MCU's destinies","Finally, the long-awaited conclusion of a saga that was weaved ingeniously and meticulously for a decade by the House of Ideas, under the command of Kevin Feige. If before the studios practically did not bet on superhero films, ten years ago this reality changed completely when we saw ""Iron Man (2008)"" debut in theaters around the world, beginning a wide, complex and detailed shared universe, which gave life to characters that fans so longed to see transported to the cinema and becoming acquainted with others not so popular even among comic book fans. There were three phases that became known as the ""Infinity Saga"", in which we became intimate with Iron Homme, Captain America, Hulk, Black Widow, Hawkeye, Thor, Ant-Man, Spider-Man, Captain Marvel, Black Panther, Guardians of the Galaxy and Doctor Strange.

Filmed simultaneously with ""Infinite War"", the Russo brothers and screenwriters Christopher Markus and Stephen McFeely continue to tell the story of the previous film. Here, superheroes must deal with the events of the previous film, in which half of the people in the galaxy were wiped out at Thanos' snap, including friends and family of our heroes. Those who are left are still, for more than three weeks, trying to locate Thanos who entered a portal and disappeared, while trying to find a solution to reverse what had happened.

The first fifteen minutes invest in revenge and the consummation of failure: an introduction. The next sequences, which make up a first, more melancholic, yet vigorous act in re-presenting characters and renewing the previous status quo, have an emphasis on the intimate, precisely what drives Ultimato as an experience: a great show on a colossal scale, but that cares about a dance, a feeling, a heart, a family.

""Ultimatum"" gets it right by dedicating more than half its duration to intensify the hopelessness, mourning and disbelief that the characters and the audience were going through together. In that time, he takes the opportunity to strengthen ties between unlikely characters, such as Toby Stark and Nebula, and also to show how old friends, such as Natasha, Rogers and Barton, Tony and Thor and Bruce, led their lives five years after the events of the beginning of the movie. The characters have their own layers, monsters and voids, to add to the project itself, which is a mooring of several narrative arches, the sustenance of a three-hour cathartic work. Especially interesting is Tony's bow, living alongside his great love and his little daughter, being the counterpoint to Barton, who had his life transformed after the loss of his family, becoming a vengeful murderer who eliminates those he does not consider worthy. Meanwhile, Carol Danvers went on to help other planets that also suffered from Thanos' actions.

After the presentation of the current situation of each of the heroes, it is when Scott Lang enters the story, who managed to return from the quantum kingdom, after the post-credits scenes that we had followed in ""Ant Man and the Wasp"". He then explains that the laws of physics and space-time do not apply to the quantum realm, theorizing that they could travel through time through the Pym Particles and the portal. From there, after seeing an old photo of him with Peter Parker, Tony ends the time travel equation and the Avengers, with the exception of Danvers, split into groups to return to the past and retrieve the Infinity Stones and that's when Marvel takes audiences on an unforgettable journey celebrating 11 years of their shared universe, revisiting films like ""The Avengers"", ""Captain America 2: The Winter Soldier"", ""Guardians of the Galaxy"" and even the controversial ""Thor: The Dark World"" .

Banner, Rogers, Lang and Stark return to 2012, during Loki's invasion of New York, to retrieve the Tesseract, Loki's scepter and the Eye of Agamotto. They also end up going to 1970 at the S.H.I.E.L.D. in Lehigh to get another version of the Tesseract, which was being tested by the military and to get more particles from Hank Pym, who had just invented them. Meanwhile, Thor and Rocket return to Asgard in 2013 to extract Jane Foster's Reality Gem. Clint and Natasha return to Vormir in 2014 to retrieve the Soul Gem, while Rhodes and Nebula go to Morag, also in 2014, where Peter Quill is about to steal the Gem of Power. This whole time travel will culminate in the great final battle, after Thanos discovering the heroes' plan, where the destiny of the universe will be at stake again.

The cast reaches the height of their characters' understanding, completing a whole development arc. In addition to the main cast, which is already extremely numerous, there are still several cameos from great actors and actresses who showed up in previous productions. Robert Redford, Michelle Pfeiffer, Michael Douglas, Tilda Swinton, Natalie Portman, William Hurt, are just a few of those names, and some of them literally go silent and leave quietly.

With a million dollar budget of US $ 356 million, the film justifies the use of every penny and obviously will not have any difficulty in recovering and sometimes exceeding the high amount invested. They are effects used for the rejuvenation of characters, the construction of scenarios from different eras and worlds, dozens of intergalactic beings from the most different backgrounds and visual effects of a scale and perfection rarely seen. Not for nothing, ""Ultimatum"" was nominated for an Oscar in the category. Few times have we seen so many characters gathered together, with several actions taking place simultaneously, and everything wonderfully orchestrated by the precise direction of the Russo brothers, who manage to maintain a perfect unity and synchrony. The final battle against Thanos that takes up almost the entire last hour of the three that lasts the film, will be remembered as one of the biggest and most spectacular in the history of cinema. There, we can see the full potential of all the heroes presented by the MCU in these years should be a delight for fans of the universe. Not to mention the emotional and beautifully post-battle scenes that tie up all the last loose ends of the Infinity Saga. The audience is in tears. And it is not a daydream or exaggeration.

The soundtrack by Alan Silvestri, responsible for the famous Avengers theme, composed for the 2012 film, is once again perfect, elevating drama, melancholy and epic action to the tenth power. In the musical part, ""Dear Mr. Fantasy"", by Traffic, ""Supersonic Rocket Ship"", by The Kinks, ""Doom and Gloom"" by the Rolling Stones and ""Hey Lawdy Mama"", by Steppenwolf are some of the songs that are present. The production designer of the always competent Charles Wood and photography by Trent Opaloch, who uses and abuses the darkest filters that give the greatest degree of drama and pessimism that guide much of the feature film are used with mastery.

Throughout the film, the Russo brothers think millimetrically about each scene, sometimes to make the audience cry, sometimes to laugh and sometimes to cheer for the heroes in their battles. As well as the conclusion of the saga ""Harry Potter"", ""Star Wars"" and ""Lord of the Rings"", the great megalomaniac of ""Ultimatum"" will remain in the minds of the moviegoers as one of those epic films that practically everyone has watched. And the end, still holds great surprises, some that envision a future of the Universe, such as those involving Thor and The Guardians of the Galaxy and the passing of Captain America's baton.

""Ultimatum"" works above all expectations: it not only delivers a cathartic experience greater than Infinite Warfare, but it also establishes definitive positions regarding the MCU's destinies. The film proves to have been planned in detail by the studio's creative minds, who know more than anyone else, how to please their audience. Although ""Ultimatum"" seems to be the end of the Infinity Saga, phase 3 will officially end with ""Spider-Man: Far From Home"", which should still have consequences for this film in the life of Peter Parker, especially with the death of someone very close and dear to the hero."
189,Benjamin-M-Weilert,9,A fitting and almost perfect end to an epic saga.,"With last year's semi-cliffhanger, Avengers: Infinity War (2018), Avengers: Endgame (2019) had a lot of ground to cover to reach a satisfying conclusion of over ten years of filmmaking. It's no wonder that it's just a smidge over three hours since there's a lot of ground to cover here. I'll admit that the only instantiations of these superheroes that I'm familiar with is via the Marvel Cinematic Universe. Still, it was probably better to go into the finale this way, having no preconceived notions of how the characters should act or the lore they're connected to in the comic books.

For a three-hour movie, Endgame moves at a steady pace that accelerates toward the inevitable conclusion. Following a standard three-act structure, Endgame benefited from bringing all the heroes together in Infinity War and establishing a baseline to work from and a goal to work toward. It was nice to see how each of these characters handled such a dramatic universal event. This is even to the point where some of the character transformations were quite hilarious (Mark Ruffalo as Bruce Banner/Hulk is still a gem of the series). With the stakes already established, the collection of heroes felt like they were actually fighting for something instead of just reacting to actions thrust upon them.

While this film lived up to my expectations, a few scenes were far from perfect. In particular, a scene or two felt like it was pandering to the audience and saying, ""Look how progressive we are!"" Sure, it was a neat bit and combined somewhat well with all the other amazing bits around it, but I almost had to groan at how forced it seemed. At the very least, Endgame wrapped up a ton of loose ends that have spanned a multitude of movies and left a definitive conclusion to the most ambitious filmmaking event of a generation.

A fitting and almost perfect end to an epic saga, I give Avengers: Endgame 4.5 stars out of 5."
190,kosmasp,10,Time to play the (end)game,"I usually do not watch movies twice in such a short amount of time. But after I did the Double Feature (at the Midnight premiere) with Infinity War almost 2 weeks ago, I re-watched Endgame yesterday and it was as amazing as my first impression of it was! And while I will not spoil anything about Endgame, I will talk about things Infinity War! So if you have not seen that yet, do not blame me for anything revealed here.

My summary is a pop culture reference and there are quite a few in the Marvel movies, hinting at other franchises (Alien got name checked for example in Infinity War and even ""copied"" or ""homaged"" if you will and there are a few in Endgame too). But those little digs are not too important, they are just nice touches for those who know them. Having an understanding of the MCU as a whole, from Phase 1 to now Phase 3 is way more important. And as someone who is not too familiar with the comics myself, I can tell you that knowing the movies is enough to enjoy the franchise.

Still you can google the other stuff or even make your own conclusions. Now that is a lot of foreword and I haven't even gotten one word about Endgame. But as I said above, no spoilers here. What we do know (from the trailers) is the beginning. But whatever we saw and thought we knew - what happens not even half an hour into the movie, will rattle you. Now what?

Yes the first hour of the movie is ""slow"", but it had to be. There are ramifications after the snap and the characters we learned to love, that we have close to our heart, have been torn apart. Quite literally gone with the wind - everyone is thinking how is this going to be resolved (no pun intended)? And the movie will give you answers, and will even try to sort of explain things that are quite - unexplainable.

And while there is full on drama, there is still a lot of humor. The movie takes beloved characters and does things to them - or rather the weight of what happened does things to them. What exactly? Well that would be telling, but let me tell you some very bold choices have been made. And if you are not emotional at least during some scenes, you are taking away a lot of fun for yourself.

I can be a cynic too at times, but taking this apart (which you can do with every movie), is only hurting your own viewing pleasure. There is so much love in this, for the characters, for details, for the fans - it's just a rollercoaster and I'm not afraid to say that I shed a couple of tears. It is after all tying knots and bringing certain things to a conclusion.

That doesn't mean there isn't anything more coming (because we know there is, next up Spiderman as an in between movie before Infinity War?). And there are some familiar faces coming back to Endgame from other movies that we haven't seen in a while but also new cameos like Ken Jeong. I'm guessing there will be a deleted scene with him, his scene seems to short for storytelling purposes I reckon.

Epic fights, epic emotions and dialog that is hinting at things to come later in the movie ... which you will see even clearer with repeat viewing(s) ... The Russos did it - Kudos to them, Kevin Feige, Stan Lee (RIP) and everyone else involved in this of course

Edit: Endgame works even for people who have not seen a single MCU movie yet (confirmed by a friend of mine). But of course the gravitas and the conclusions of everything will work way better if you have seen the rest of the movies. Also let me add that this is ""technically sound"" as some would put it - or just plain great visually speaking. But I reckon this is a given anyway. Popcorn (or Nachos or whatever you prefer) to perfection"
191,tavm,10,Avengers: Endgame was a great way to end the first series of the Marvel Cinematic Univeerse,"If you've watched a lot of these Marvel Cinematic Universe movies-as I have-than you probably laughed, was thrilled, and was ultimately touched by this-the pretty much final chapter of this run of the series which began with Iron Man back in '08. The fate of him as well as Captain America and a few others were great epilogues for them. Oh, and one final cameo by Marvel Comics' late creator of many of the company's popular superheroes-Stan Lee-makes it even more poignant. So to quote him, ""Excelsior!"""
192,TBJCSKCNRRQTreviews,10,Smooth landing to an amazing 11 year ride,"This is made by people who do, for people who do, and this movie itself, does, love the MCU. You can think of it as a TV show finale. After 21 episodes that are all feature length. And before you can even say ""oh no those are all terrible"", this immediately proves itself to be an exception to that rule. Where the equally masterful Infinity War was almost one long action climax, this is less about fights. Which doesn't mean it doesn't have any. Or that they're anything less than excellent. And this film is definitely never boring. This focuses on character exploration. Every member of the original Avengers team, and a handful individuals that aren't, all get significant depth. I remain one of the few people who argue that Age of Ultron did deliver that, albeit in small concentrated format. This easily tops that. Everyone is pushed into a situation new to them. The trailers hint at some of these, whilst leaving others as incredible surprises. Make sure you avoid spoilers before watching this.

This picture moves fast and packs a lot into its not quite lean running time. In other words, it's directed by the Russo Brothers. The length is justified. I wouldn't cut anything from this. The emotional moments don't feel sappy. The countless callbacks and references don't feel like they're just there to make you feel good for paying attention to all that lead to this one. The acting shows just how well all of these performers understand the characters. And the screenplay does the same for the writers. The effects are astonishing, yet again getting us to care about individuals that we know are all CG. It uses the varied skills, equipment and the like, of the unique heroes and villains, creatively. This delivers deeply satisfying closure. It truly is a conclusion. It's not trying to get you back to the theatre for the next adventure. The few currently confirmed entries into this franchise don't need hyping, anyway. Spider-Man with Mysterio? Another Black Panther story? The unfairly fired James Gunn returning to round out the trilogy of the Guardians of the Galaxy? Solo Black widow, *finally*? More Dr Strange? Shang-Chi, The Eternals, Blade? Keep 'em coming.

I recommend this to everyone who's taken this entire journey. And if you're someone who's skipped some, or held off on this series up to this point, this is an excellent reason to address that. Unless they're simply not to your liking. This is not going to change that. It's not meant to. 10/10"
193,jack_o_hasanov_imdb,10,I watched this movie 3 times in the cinema,"The Infinity War movie was better. I watched this movie 3 times in the cinema. I didn't like it very much when I watched it the first time, but I liked it after watching it. The ending of the movie was a bit sad. The battle scene was epic."
194,UniqueParticle,10,Outstanding visually & epically delightful!,"Very enjoyable IMAX 3D experience! I love the quantum physics involved, very fascinated by it. A lot of funny jokes & devastating stuff. Top tier Marvel movie difficult to talk about without spoiling anything; definitely worth price of admission - love geeking out for a fun awesome movie!"
195,cruise01,10,Spectacular finale to a great long franchise of MCU films.,"Avengers: Endgame is a magnificent awesome superhero film that concludes the infinity stones storyline that has been building up with 22 movies in the Marvel universe. They had done a great job building up each solo character and have there films bring something new and exciting. Endgame is the game changer that delivers the ultimate climax of the story arc with the big bad Thanos (Josh Brolin) going up against the Avengers. After the previous film Infinity War leaving the audience hanging with the cliffhanger. Marvel has done a great job in marketing and keeping this film spoilers free with the trailers that only show the same footage and very minimum. Which I will say it is best to see the film knowing very little about what is going to happen.

I will try to keep this review spoiler free. Endgame is amazing and spectacular. Joe and Anthony Russo direction was fantastic and they did a great job in delivering a spectacular climax of the MCU. The plot was amazing. For a three hour long film. The film does move pretty fast and kind of feels short when watching it. I did feel like Endgame is a little short on the action set pieces like the previous films. Which this film does focus more on the emotional connections with the original Avengers like Iron Man (Robert Downey Jr), Thor (Chris Hemsworth), Captain America (Chris Evans), Black Widow (Scarlett Johansson), and Clint Barton (Jeremy Renner) and how they were all affected by the aftermath of Infinity War. The film does have a lot of fun and feels like a wild adventure with what these characters go through. The final hour delivers all out with an epic climax which every character has a moment to shine. And makes up for the lack of action in the movie. I love how every hero works with another when fighting there enemy. There were some moments where you will be in an awe and clapping moment with the climatic battle sequence. The visual effects are top notch great. There is some fun humor that will lighten the mood of the film. And there are some tear jerking moments that will leave you feeling happy and sad at the same time. The directors did a wonderful job in surprising the audience with something new and reaching every characters full potential. The climatic fight scene with Thor, Cap America, and Iron Man teaming up and bouncing around with there super powers are just awesome. The surprises do keep on coming throughout. Which will leave you feeling satisfied.

Overall, Avengers: Endgame is a great and awesome superhero film. It is one of the best finales that Joe and Anthony Russo have delivered. The plot was amazing and fast moving. The direction focuses more on the emotional side of the characters and story. While delivering an epic climatic showdown that will have you grasping and excited. The cast ensemble was great. I will say this is one fun wild ride that I am happy how it ties the story arc together."
196,Floated2,10,End of an era masterpiece,"In arguably the most anticipated movie of the year and one of the most anticipated movies of all time, Avengers: Endgame was well on its way with all the hype leading up to the film. Having enjoyed Infinity War but thought it could have been better all around, the overall hype for Endgame had its match made. Now having watching this film in theaters as it was a must watch to (due to the 3D experience and also knowing the longer one waited, the more likely spoilers would have been exposed, ruining the experience and essence of the film).

As a film, won't say much but this film delivers on expectations. Had no knowledge of the overall plot but within the first few minutes, one was excited and was there for the thrill of the ride throughout. With a runtime of over three hours (including end credits), the film has a great pace and doesn't feel nearly as long (which is great since something is always happening). Due to its great cast and plethora of characters, there really is never a dull moments and the film is ensured and filled with moments of surprise, suspense, action emotion and overall greatness.

Now the overall plot of time travel was well done and brought back many memories to the other Avenger films. The wait for the film was most definitely worth it, and this film will most doubly become one of the biggest movies of alltime. Will need to see this film probably once more in theaters before its run is over and most definitely will see it again multiple times afterwards to soak in its greatness. Avengers: Endgame is more than a movie, it's a moment - a moment in time. Cherish every moment."
197,matthewssilverhammer,10,I love it 3000,"When Thanos snapped his finger, it shook the world. How could Earth's mightiest heroes avenge the ashen fallen? Could they at all? Would any plan they concoct be plausible, successful, or, most importantly, dramatically satisfying? Now that we're at the Endgame, our fears are meeting the truth, and what a glorious ending it is. This Marvel Universe experiment should've been an unwieldy disaster; just look at what DC failed to do. Producer Kevin Feige has created a hand-wrapped gift to those of us who love epic storytelling. The ""Infinity"" franchise has been a symphonic display of heroism, comedy, pathos and ethos that unbelievably ""concludes"" with its most emotionally substantial film ever. Endgame culminates tears, cheers and years of storytelling into one incomparable piece of epic finale storytelling, the likes of which we're rarely lucky enough to see on the big screen. Unlike most of the Avengers films, the Endgame story lays heavy on its viewers. Dense, long, and somber, it can seem burdensome, until you realize how immaculately constructed and lovingly toned it all is. Each character gets their moment(s), and not just superhero poses and fan service throwaways. They get to be human, making their final standoff not only a battle for the cinematic ages but a heartfelt dramatic timebomb, hearkening recent saga classics like Return of the King or Deathly Hallows. I'm keeping the details light to avoid spoilers, but Endgame is so much more than its individual plot points. The quiet sadness, cheer-worthy action and inspired sparks of humor are too transcendent to be ruined by some words on a digital screen. These superhumans have given us a glorious celebration of the goodness of being human."
198,subxerogravity,10,All Great Things...,"Man! I thought Infinity War was off the hook, but this one... A perfect compliment to a two part epic. It was what I thought it was going to be, a lot of talk, a lot of planning, but amazingly it was not boring. Not for one second! Infinity War was the moment we were all waiting for and then they tell us they are going to split it into two films. End Game could have gone south with this choice, but it did not. It's always exciting, especally if you are a comic book fan or have been watching these movies for now eleven years. Don't want to say too much, but shine a light on Robert Downey Jr. who got to perfect his Iron Man persona to the point where Hugh Jackman can't even surpass him. Captain American is giving all us FanBoys everything we ever wanted to see and Thor...underperforms with hilarious results (and hopefully will create 2019's most popular costume for a certain type of man). Loved Mark Rufflo in this film and Thanos baby, still the baddest villain around. It's fun it's dramatic, it's like Lord of the Rings with one less movie. Three hours well worth the ticket. Stan Lee would be proud! Nuff said!"
